           1  -2.5100494920220284     
           2  -8.5357972746659421     
           3  -14.604440315681392     
           4  -17.487355716527798     
           5  -17.491355623503445     
           6  -17.492346558344305     
           7  -17.492030900408615     
           8  -17.492568582068412     
           9  -17.492167798317364     
          10  -17.492592927831915     
